GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1101775001,20230512,202305,2023,2023.3616,AFR,AFRICA,AFR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,36,36,3,1,4.0,1,1,1,-2.75665399239544,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,25065,44.7244,37.7675,-2970141,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364.0,-26.2,28.0833,-1240261,20230512003000,https://www.thesunchronicle.com/news/nation_world/us-ambassador-accuses-south-africa-of-providing-weapons-ammo-to-russia/article_b1fa2121-cd7b-5d6c-94f9-f780a2a6f0f1.html
1101775013,20230512,202305,2023,2023.3616,AFR,AFRICA,AFR,,,,,,,,USAGOV,U. S.,USA,,,,,GOV,,,1,112,112,11,3,-2.0,2,1,2,-2.75665399239544,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,25065,44.7244,37.7675,-2970141,4,"Cape Town, Western Cape, South Africa",SF,SF11,77317,-33.9167,18.4167,-1217214,4,"Cape Town, Western Cape, South Africa",SF,SF11,77317.0,-33.9167,18.4167,-1217214,20230512003000,https://www.thesunchronicle.com/news/nation_world/us-ambassador-accuses-south-africa-of-providing-weapons-ammo-to-russia/article_b1fa2121-cd7b-5d6c-94f9-f780a2a6f0f1.html
1101775660,20230512,202305,2023,2023.3616,GOV,PRESIDENT,,,,,,GOV,,,AFR,AFRICA,AFR,,,,,,,,0,16,16,1,1,-2.0,2,1,2,-0.67567567567568,1,Russia,RS,RS,,60.0,100.0,RS,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.msn.com/en-za/news/others/us-ambassador-lashes-out-at-anc-government-for-providing-arms-and-ammunition-to-russia/ar-AA1b48eU
1101775711,20230512,202305,2023,2023.3616,GOV,PRESIDENT,,,,,,GOV,,,LEG,PARLIAMENT,,,,,,LEG,,,0,112,112,11,3,-2.0,2,1,2,-0.67567567567568,1,Russia,RS,RS,,60.0,100.0,RS,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.msn.com/en-za/news/others/us-ambassador-lashes-out-at-anc-government-for-providing-arms-and-ammunition-to-russia/ar-AA1b48eU
1101775714,20230512,202305,2023,2023.3616,GOV,AMBASSADOR,,,,,,GOV,,,MIL,MILITARY,,,,,,MIL,,,1,112,112,11,3,-2.0,10,1,10,-3.3596837944664,4,"Cape Town, Western Cape, South Africa",SF,SF11,77317,-33.9167,18.4167,-1217214,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Cape Town, Western Cape, South Africa",SF,SF11,77317.0,-33.9167,18.4167,-1217214,20230512003000,https://www.theglobeandmail.com/world/article-us-alleges-south-africa-gave-weapons-and-ammunition-to-russia/
1101776066,20230512,202305,2023,2023.3616,MIL,NAVAL,,,,,,MIL,,,RUS,RUSSIA,RUS,,,,,,,,0,173,173,17,4,-5.0,8,1,8,-0.67567567567568,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,1,Russia,RS,RS,,60.0,100.0,RS,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.msn.com/en-za/news/others/us-ambassador-lashes-out-at-anc-government-for-providing-arms-and-ammunition-to-russia/ar-AA1b48eU
1101776227,20230512,202305,2023,2023.3616,REB,REBELLION,,,,,,REB,,,AFR,AFRICA,AFR,,,,,,,,1,141,141,14,3,-6.5,2,1,2,-3.3596837944664,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.theglobeandmail.com/world/article-us-alleges-south-africa-gave-weapons-and-ammunition-to-russia/
1101776248,20230512,202305,2023,2023.3616,RUS,RUSSIA,RUS,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,36,36,3,1,4.0,1,1,1,-2.75665399239544,4,"Novorossiysk, Krasnodarskiy Kray, Russia",RS,RS38,25065,44.7244,37.7675,-2970141,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364.0,-26.2,28.0833,-1240261,20230512003000,https://www.thesunchronicle.com/news/nation_world/us-ambassador-accuses-south-africa-of-providing-weapons-ammo-to-russia/article_b1fa2121-cd7b-5d6c-94f9-f780a2a6f0f1.html
1101776256,20230512,202305,2023,2023.3616,RUS,RUSSIAN,RUS,,,,,,,,RUSBUS,RUSSIAN,RUS,,,,,BUS,,,0,20,20,2,1,3.0,2,1,2,-3.3596837944664,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.theglobeandmail.com/world/article-us-alleges-south-africa-gave-weapons-and-ammunition-to-russia/
1101776282,20230512,202305,2023,2023.3616,RUSBUS,RUSSIAN,RUS,,,,,BUS,,,,,,,,,,,,,0,20,20,2,1,3.0,2,1,2,-3.3596837944664,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,0,,,,,,,,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.theglobeandmail.com/world/article-us-alleges-south-africa-gave-weapons-and-ammunition-to-russia/
1101776284,20230512,202305,2023,2023.3616,RUSGOV,RUSSIA,RUS,,,,,GOV,,,AFR,AFRICA,AFR,,,,,,,,0,16,16,1,1,-2.0,2,1,2,-0.67567567567568,1,Russia,RS,RS,,60.0,100.0,RS,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346.0,-25.7069,28.2294,-1273769,20230512003000,https://www.msn.com/en-za/news/others/us-ambassador-lashes-out-at-anc-government-for-providing-arms-and-ammunition-to-russia/ar-AA1b48eU
